off_id,agribalyse_en,agribalyse_fr
fr:jaune-d-oeuf-sale,"Egg yolk, raw","Oeuf, jaune (jaune d'oeuf), cru"
en:baby-carrots,"Carrot, raw","Carotte, crue"
fr:jus-concentre-de-celeri-et-de-carotte,"Carrot, raw","Carotte, crue"
fr:jus-concentre-pulpe-de-citron,"Lemon zest, raw","Citron, zeste, cru"
fr:jus-concentre-pulpe-de-citron,"Lime, pulp, raw","Citron vert ou Lime, pulpe, cru"
fr:jus-concentre-pulpe-de-citron,"Lemon, pulp, raw","Citron, pulpe, cru"
fr:jus-de-celeri-rave-concentre,"Celery stalk, raw","Céleri branche, cru"
fr:jus-de-citron-bio-concentre,"Orange juice, home-made","Jus d'orange, maison"
en:lime-juice-concentrate,"Orange juice, home-made","Jus d'orange, maison"
fr:jus-de-dattes-concentre,"Date, pulp and peel, dried","Datte, pulpe et peau, sèche"
fr:jus-de-poire-concentre,"Pear, peeled, raw","Poire, pulpe, crue"
fr:lentilles-noires-beluga,"Lentil, dried","Lentille, sèche"
fr:lentilles-rehydratees,"Lentil, seasoned, canned, drained","Lentille, cuisinée, appertisée, égouttée"
fr:lentilles-vertes-du-berry,"Lentil, green, dried","Lentille verte, sèche"
fr:lentilles-vertes-du-berry,"Green lentil, cooked","Lentille verte, cuite"
fr:lentillons,"Lentil, dried","Lentille, sèche"
fr:machons-et-ailerons-de-poulet,"Chicken, marinated wing, roasted/baked","Poulet, manchons marinés, rôtis/cuits au four"
fr:mais-moulu,"Sweet corn, on the cob, frozen, raw","Maïs doux, en épis, surgelé, cru"
fr:mais-moulu,"Sweet corn, frozen, raw","Maïs doux, surgelé, cru"
fr:mais-moulu,"Corn or maize grain, raw","Maïs entier, cru"
en:duck-wing,"Duck, meat, raw","Canard, viande, crue"
fr:manchons-de-canard-du-sud-ouest,"Duck, meat, raw","Canard, viande, crue"
fr:matieres-grasses-vegetales-de-colza,Rapeseed oil,Huile de colza
fr:morceaux-de-pistache,"Pistachio nut, grilled","Pistache, grillée"
fr:moules-cuites,"Mussel, common, raw","Moule commune, crue"
fr:moules-cuites,"Mediterranean mussel, raw","Moule de Méditerranée, crue"
fr:noix-de-saint-jacques-sans-corail,"Scallop, without coral, raw","Coquille Saint-Jacques, noix, crue"
fr:oeufs-de-categorie-a-de-poules-elevees-en-plein-air,"Egg, raw","Oeuf, cru"
en:eggs-from-caged-hens,"Egg, raw","Oeuf, cru"
fr:oeufs-de-poules-elevees-en-plein-air-calibre-moyen,"Egg, raw","Oeuf, cru"
fr:oeufs-de-poules-elevees-en-plein-air-pasteurises,"Egg, raw","Oeuf, cru"
fr:oeufs-entiers-extra-frais,"Egg, raw","Oeuf, cru"
fr:oeufs-extra-frais,"Egg, raw","Oeuf, cru"
fr:oeufs-frais-de-poule-elevees-en-plein-air,"Egg, raw","Oeuf, cru"
fr:oignon-semoule,"Onion, dried","Oignon, séché"
fr:oignons-eminces,"Onion, raw","Oignon, cru"
fr:oignons-en-morceaux,"Onion, raw","Oignon, cru"
en:pearl-onion,"Onion, raw","Oignon, cru"
fr:oignons-grilles-en-poudre,"Onion, dried","Oignon, séché"
fr:origan-deshydrate,"Oregano, dried","Origan, séché"
fr:origan-en-poudre,"Oregano, dried","Origan, séché"
fr:os-et-viande-de-poulet,"Chicken, meat, raw","Poulet, viande, crue"
fr:palmiste-totalement-hydrogenee,Palm oil,"Huile de palme, sans précision"
fr:papayes-sechees,"Papaya, pulp, raw","Papaye, pulpe, crue"
en:coconut-paste,"Coconut, kernel, dried","Noix de coco, amande, sèche"
fr:pates-alimentaires-de-semoule-de-ble-dur-de-qualite-superieure,"Dried pasta, raw","Pâtes sèches standard, crues"
fr:peches-en-cubes,"Peach, pulp and peel, raw","Pêche, pulpe et peau, crue"
fr:petales-de-ble,Oatmeal flakes,Flocon d'avoine
fr:petit-epeautre,Spelt flour,Farine d'épeautre (grand épeautre)
fr:piment-oiseau,"Sweet pepper, red, canned, drained","Poivron rouge, appertisé, égoutté"
fr:pois-chiches-rehydrates,"Chick pea, dried","Pois chiche, sec"
fr:pois-chiches-rehydrates,"Chick pea, canned, drained","Pois chiche, appertisé, égoutté"
fr:pois-chiches-secs-trempes,"Chick pea, dried","Pois chiche, sec"
fr:pois-chiches-secs-trempes,"Chick pea, canned, drained","Pois chiche, appertisé, égoutté"
fr:pommes-en-poudre,"Apple, pulp, raw","Pomme, pulpe, crue"
en:gala-apple,"Apple, var. Golden, pulp and skin, raw","Pomme Golden, pulpe et peau, crue"
fr:poudre-au-beurre,"Apple, var. Golden, pulp and skin, raw","Pomme Golden, pulpe et peau, crue"
fr:poudre-au-beurre,"Apple, Canada, pulp, raw","Pomme Canada, pulpe, crue"
fr:poudre-au-beurre,"Apple, pulp, raw","Pomme, pulpe, crue"
fr:poudre-au-beurre,"Apple, pulp and peel, raw","Pomme, pulpe et peau, crue"
fr:poudre-de-cacao-cru,"Cocoa powder, without sugar, powder, instant","Cacao, non sucré, poudre soluble"
en:shrimp-powder,"Shrimp or prawn, raw","Crevette, crue"
en:shrimp-powder,"deep water pink shrimp, raw","Crevette rose, crue"
fr:poudre-de-lait-rehydratee,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
fr:poudre-de-lait-rehydratee,"Milk, whole, UHT","Lait entier, UHT"
fr:poudre-de-vinaigre-d-alcool,Vinegar,Vinaigre
fr:poulet-deshydrate,"Chicken, meat, raw","Poulet, viande, crue"
fr:poulet-traite-en-salaison,"Chicken, meat and skin, roasted/baked","Poulet, viande et peau, rôti/cuit au four"
en:organic-cider-apple-juice,"Apple juice, pure juice","Jus de pomme, pur jus"
fr:pur-jus-de-pommes-a-cidre-de-bretagne,"Apple juice, pure juice","Jus de pomme, pur jus"
fr:pur-jus-de-pommes-pressees,"Apple juice, pure juice","Jus de pomme, pur jus"
fr:puree-d-ananas,"Banana, pulp, raw","Banane, pulpe, crue"
fr:puree-de-citron-sucree,"Lemon, pulp, raw","Citron, pulpe, cru"
fr:puree-de-framboise-concentree,"Raspberry, raw","Framboise, crue"
es:pure-de-fruta-de-la-pasion,"Passion fruit, pulp and pips, raw","Fruit de la passion ou maracudja, pulpe et pépins, cru"
fr:puree-de-marrons,"Chestnut, canned","Châtaigne ou Marron, appertisé"
fr:puree-de-tomates-triple-concentree,"Tomato paste, concentrated, canned","Tomate, concentré, appertisé"
en:cherry-stem,"Morello cherry, raw","Griotte, crue"
en:cherry-stem,"Cherry, pitted, raw","Cerise, dénoyautée, crue"
fr:queues-de-crevettes,"Shrimp or prawn, raw","Crevette, crue"
fr:queues-de-crevettes,"deep water pink shrimp, raw","Crevette rose, crue"
fr:quinoa-rouge-precuit,"Quinoa, raw","Quinoa, cru"
fr:riz-arborio-long-grain-de-qualite-superieure,"Rice, raw","Riz blanc, cru"
fr:riz-long-italien-etuve,"Rice, parboiled, raw","Riz blanc étuvé, cru"
fr:riz-long-pour-risotto,"Rice, raw","Riz blanc, cru"
fr:riz-pour-risotto-etuve,"Rice, raw","Riz blanc, cru"
fr:riz-riceberry-melange,"Rice, raw","Riz blanc, cru"
fr:riz-rond-de-camargue,"Rice, raw","Riz blanc, cru"
fr:riz-thai-long-grain-de-qualite-superieure,"Rice, raw","Riz blanc, cru"
fr:sang-de-porc,"Sausage meat, pure pork, raw","Chair à saucisse, pur porc, crue"
fr:sang-frais-de-porc,"Sausage meat, pure pork, raw","Chair à saucisse, pur porc, crue"
fr:sardines-fraiches,"European pilchard or sardine, raw","Sardine, crue"
fr:sauce-au-cafe,Chocolate sauce,Sauce au chocolat
fr:sauce-tomate-cuisinee,"Tomato sauce, with onions, prepacked","Sauce tomate aux oignons, préemballée"
fr:sauce-tomate-cuisinee,"Tomato sauce, w olives, prepacked","Sauce tomate aux olives, préemballée"
fr:sauce-tomate-cuisinee,"Tomato sauce, w mushrooms, prepacked","Sauce tomate aux champignons, préemballée"
fr:sauce-tomate-cuisinee,"Tomato sauce, w vegetables, prepacked","Sauce tomate aux petits légumes, préemballée"
fr:sesame-complet,Sesame seed,"Sésame, graine"
fr:sesame-complet,"Sesame seed, husked","Sésame, graine décortiquée"
fr:sirop-d-amidon-de-mais,Maize/corn starch,Amidon de maïs ou fécule de maïs
en:partially-inverted-sugar-syrup,"Sugar, white",Sucre blanc
fr:tomates-entieres-pelees,"Tomato, peeled, canned, drained","Tomate, pelée, appertisée, égouttée"
fr:tomates-semi-sechees-marinees,"Tomato, dried","Tomate, séchée"
fr:vanille-bourbon-naturelle-en-gousse,"Vanilla, alcoholic extract","Vanille, extrait alcoolique"
en:natural-vanilla,"Vanilla, alcoholic extract","Vanille, extrait alcoolique"
fr:viande-de-boeuf-en-poudre,"Burger, beef based, 15% fat, raw","Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru"
fr:yaourt-maigre-en-poudre,"Milk, powder, skimmed","Lait en poudre, écrémé"
de:grissini,Grissini or bread stick,Gressins
en:acacia-honey-from-france,Honey,Miel
en:alcohol,Pure alcohol,Alcool pur
en:almond-paste,"Almond paste or marzipan, prepacked","Pâte d'amande, préemballée"
en:anchovy-filets,"Anchovy, fillets, in oil, semi-preserved, drained","Anchois, filets à l'huile, semi-conserve, égoutté"
en:apple-vinegar,Vinegar,Vinaigre
en:asiago,"Asiago cheese, from cow's milk",Asiago
en:atlantic-mackerel,"Mackerel, raw","Maquereau, cru"
en:balsamic-vinegar-of-modena,"Vinegar, balsamic",Vinaigre balsamique
en:barley,"Barley, whole, raw","Orge entière, crue"
en:barley,"Pearled barley, raw","Orge perlée, crue"
en:barley-malt-vinegar,Vinegar,Vinaigre
en:bearnaise-sauce,"Bearnaise sauce, prepacked","Sauce béarnaise, préemballée"
en:beef-tripe,"Tripe, beef, raw","Tripes, boeuf, crues"
en:belgian-dark-chocolate,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:belgian-dark-chocolate,"Dark chocolate bar, more than 70% cocoa","Chocolat noir à 70% cacao minimum, extra, dégustation, tablette"
en:belgian-milk-chocolate,Milk chocolate bar,"Chocolat au lait, tablette"
en:black-cardamom,"Cardamom, powder","Cardamome, poudre"
en:black-grape,"Grape, red, raw","Raisin noir, cru"
en:black-mustard-seed,Mustard,Moutarde
en:black-olives-oil,"Olive oil, extra virgin",Huile d'olive vierge extra
en:black-pudding,"Black pudding (blood sausage), refrigerated","Boudin noir, rayon frais"
en:black-radish,"Radish, black, raw","Radis noir, cru"
en:blackcurrant-concentrate,"Black currant, raw","Cassis, cru"
en:blood-orange,"Orange, pulp, raw","Orange, pulpe, crue"
en:blue-cheese,"Blue cheese, from cow's milk",Fromage bleu au lait de vache
en:blue-poppy-seed,"Poppy, seed","Pavot, graine"
en:bourbon-vanilla-extract,"Vanilla, aqueous extract","Vanille, extrait aqueux"
en:brandy,Clear fruit brandy or eau-de-vie,Eau de vie
en:breast,"Pork, belly, raw","Porc, poitrine, crue"
en:breast,"Veal, breast, raw","Veau, poitrine, crue"
en:breast,"Guinea fowl, breast, raw","Pintade, poitrine, crue"
en:breast,"Chicken, breast, meat and skin, raw","Poulet, poitrine, viande et peau, cru"
en:bresaola,Bresaola,Bresaola
en:brie,"Brie cheese, from cow's milk","Brie, sans précision"
en:british-pork-belly,"Pork, belly, raw","Porc, poitrine, crue"
en:british-rapeseed-oil,Rapeseed oil,Huile de colza
en:brown-sugar-syrup,"Sugar, brown",Sucre roux
en:cane-sugar-molasses,Cane molasses,Mélasse de canne
en:caramelized-pecan-nuts,Pecan nut,Noix de pécan
en:caraway-seeds,"Caraway, seed","Carvi, graine"
en:cardamom,"Cardamom, powder","Cardamome, poudre"
en:cardamom-seed,"Cardamom, powder","Cardamome, poudre"
en:cardoon,"Cardoon, raw","Cardon, cru"
en:cassava,"Cassava or manioc, roots, raw","Manioc, racine crue"
en:caster-sugar,"Sugar, white",Sucre blanc
en:cauliflower-florets,"Cauliflower, raw","Chou-fleur, cru"
en:celery-salt,Celery salt,Sel au céleri
en:charentes-butter-pdo,"Butter, 82% fat, unsalted","Beurre à 82% MG, doux"
en:chartreuse-liqueur,Liqueur,Liqueur
en:cheese-sauce,"Cheese sauce for risotto or pasta, prepacked","Sauce au fromage pour risotto ou pâtes, préemballée"
en:chicken-breast,"Chicken, breast, without skin, raw","Poulet, filet, sans peau, cru"
en:chicken-breast,"Chicken cooked ham, in slices",Jambon de poulet ou Blanc de poulet en tranche
en:chicken-breast-fillet,"Chicken, breast, without skin, raw","Poulet, filet, sans peau, cru"
en:chicken-fillet-with-skin,"Chicken, breast, meat and skin, raw","Poulet, poitrine, viande et peau, cru"
en:chicken-meat-including-chicken-juices,"Chicken, meat, raw","Poulet, viande, crue"
en:chicken-meat-including-natural-chicken-juices,"Chicken, meat, raw","Poulet, viande, crue"
en:chickpea-flour,Chick pea flour,Farine de pois chiche
en:chocolate-cream,"Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated","Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais"
en:chocolate-glaze,Chocolate sauce,Sauce au chocolat
en:chub-mackerel,"Atlantic chub mackerel, raw","Maquereau espagnol ou maquereau blanc ou billard, cru"
en:cider,"Cider, sweet",Cidre doux
en:cider,Cider,Cidre traditionnel
en:cider,"Cider, dry",Cidre brut
en:cider,Flavoured cider,Cidre aromatisé (framboise)
en:cider,"Cider, half-dry",Cidre bouché demi-sec
en:cider-apple-juice,"Apple juice, pure juice","Jus de pomme, pur jus"
en:clover-honey,Honey,Miel
en:cocoa-powder-processed-with-alkali,"Cocoa powder, without sugar, powder, instant","Cacao, non sucré, poudre soluble"
en:coconut-flour,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:coconut-milk-drink,Coconut milk or coconut cream,Lait de coco ou Crème de coco
en:concentrated-blueberry-juice,"Blueberry, raw","Myrtille, crue"
en:cooked-chickpeas,"Chick pea, cooked","Pois chiche, cuit"
en:corn-kernel,"Sweet corn, canned, drained","Maïs doux, appertisé, égoutté"
en:corn-tortilla,Corn chips or tortilla chips,Chips de maïs ou tortilla chips
en:corn-tortilla,"Corn tortilla wrap, to be filled","Tortilla souple (à garnir), à base de maïs"
en:cottonseed,Cottonseed oil,Huile de coton
en:cream-sauce,Cream sauce,Sauce à la crème
en:cress,"Garden cress, raw","Cresson alénois, cru"
en:crunchy-peanut-butter,Peanut,Cacahuète ou Arachide
en:cured-ham,Dry-cured ham,Jambon sec
en:curly-endive,"Curly endive, raw","Salade ou chicorée frisée, crue"
en:curry-paste,"Curry, powder","Curry, poudre"
en:dandelion,"Dandelion, raw","Pissenlit, cru"
en:dark-soy-sauce,"Soy sauce, prepacked","Sauce soja, préemballée"
en:dark-wheat-flour,"Wheat flour, type 150",Farine de blé tendre ou froment T150
en:decaffeinated-coffee,"Decaffeinated coffee, powder, instant","Café, décaféiné, poudre soluble"
en:decaffeinated-coffee,"Decaffeinated not instant coffee, without sugar, ready-to-drink","Café décaféiné, non instantané, non sucré, prêt à boire"
en:decaffeinated-coffee,"Decaffeinated instant coffee, without sugar, ready-to-drink","Café décaféiné, instantané, non sucré, prêt à boire"
en:desiccated-coconut,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:dijon-mustard,Mustard,Moutarde
en:dill-flavouring,"Dill, fresh","Aneth, frais"
en:distilled-vinegar,Vinegar,Vinaigre
en:dried-kidney-beans,"Red kidney bean, dried","Haricot rouge, sec"
en:duck-leg,"Duck, leg, meat and skin, raw","Canard, cuisse avec peau, sans os, crue"
en:elderberry-juice,"Elderberry, berries, raw","Sureau, baie, crue"
en:elderberry-juice-concentrate,"Elderberry, berries, raw","Sureau, baie, crue"
en:elderberry-juice-from-concentrate,"Elderberry, berries, raw","Sureau, baie, crue"
en:english-mustard,Mustard,Moutarde
en:extra-mature-cheddar,"Cheddar cheese, from cow's milk",Cheddar
en:falafel,Falafel,"Falafel ou Boulette de pois-chiche et/ou fève, frite"
en:flat-bean,"Flat bean, raw","Haricot plat, cru"
en:flour-blend,Maize/corn flour,Farine de maïs
en:flour-blend,Rice flour,Farine de riz
en:flour-blend,Millet flour,Farine de millet
en:fontina,"Fontina cheese, from cow's milk",Fontina
en:free-range-chicken,"Chicken, free-range, meat and skin, raw","Poulet fermier, viande et peau, cru"
en:free-range-egg-white,"Egg white, raw","Oeuf, blanc (blanc d'oeuf), cru"
en:full-fat-soft-cheese,"Soft-ripened washed-rind cheese, reduced fat, around 13% fat","Fromage à pâte molle et croûte lavée, allégé environ 13% MG"
en:full-fat-soft-cheese,"Uncured soft cheese, spreadable, around 20% fat, in a tub","Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère"
en:full-fat-soft-cheese,"Soft-ripened cheese, triple cream, around 40% fat",Fromage à pâte molle triple crème environ 40% MG
en:full-fat-soft-cheese,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse
en:full-fat-soft-cheese,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse
en:full-fat-soft-cheese,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse
en:full-fat-soft-cheese,"Soft-ripened cheese, double cream, around 30% fat",Fromage à pâte molle double crème environ 30% MG
en:full-fat-soft-cheese,"Uncured soft cheese, spreadable, around 25% fat, in a tub","Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère"
en:full-fat-soft-cheese,"Uncured soft cheese, spreadable, around 30-40% fat, flavoured (ex : garlic and herbs)",Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes)
en:garam-masala,"Indian-style sauce, tandoori or garam masala type, prepacked","Sauce indienne type tandoori ou tikka masala, préemballée"
en:garden-cress,"Garden cress, raw","Cresson alénois, cru"
en:garfish,"Garfish, raw","Orphie commune, crue"
en:gooseberry,"Gooseberry, raw","Groseille à maquereau, crue"
en:gooseberry-juice,"Gooseberry, raw","Groseille à maquereau, crue"
en:grain-vinegar,Vinegar,Vinaigre
en:greek-yogurt,"Yogurt, Greek-style, plain","Yaourt à la grecque, nature"
en:green-bell-pepper,"Sweet pepper, green, yellow or red, raw","Poivron, vert, jaune ou rouge, cru"
en:green-cardamom,"Cardamom, powder","Cardamome, poudre"
en:grey-salt,"Sea salt, grey, no enrichment","Sel marin gris, non iodé, non fluoré"
en:grey-salt-from-guerande,"Sea salt, grey, no enrichment","Sel marin gris, non iodé, non fluoré"
en:hot-sauce,"Harissa (hot spicy sauce), prepacked",Harissa (sauce condimentaire)
en:hummus,Hummus,Houmous
en:hydrogenated-palm-kernel-oil,Palm oil,"Huile de palme, sans précision"
en:italian-raw-ham,"Cured ham, raw",Jambon cru
en:kelp,"Kombu or Japanese kelp (Laminaria japonica), dried or dehydrated","Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée"
en:khorasan-wheat-flour,Khorasan wheat,"Blé de Khorasan, cru"
en:lactose-free-milk,"Milk, semi-skimmed, reduced lactose","Lait demi-écrémé, à teneur réduite en lactose"
en:laver,"Laver (Porphyra sp.), dried or dehydrated","Nori (Porphyra sp.), séchée ou déshydratée"
en:lean-pork,"Pork tenderloin, lean, raw","Porc, filet, maigre, cru"
en:lime-flavouring,"Lime, pulp, raw","Citron vert ou Lime, pulpe, cru"
en:low-erucic-acid-rapeseed-oil,Rapeseed oil,Huile de colza
en:marshmallow,"Candies, marshmallows",Guimauve ou marshmallow
en:mature-cheddar,"Cheddar cheese, from cow's milk",Cheddar
en:medium-fat-hard-cheese,"Hard cheese, emmental-type cheese, reduced fat","Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse"
en:medium-fat-soft-cheese,"Soft-ripened cheese, triple cream, around 40% fat",Fromage à pâte molle triple crème environ 40% MG
en:medium-fat-soft-cheese,"Uncured soft cheese, spreadable, around 30-40% fat, flavoured (ex : garlic and herbs)",Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes)
en:medium-fat-soft-cheese,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse
en:medium-fat-soft-cheese,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse
en:medium-fat-soft-cheese,"Soft-ripened cheese, double cream, around 30% fat",Fromage à pâte molle double crème environ 30% MG
en:mild-cheddar,"Cheddar cheese, from cow's milk",Cheddar
en:milk-chocolate-chips,Milk chocolate bar,"Chocolat au lait, tablette"
en:miso,Miso,Miso
en:mixed-vegetables,"Mixed vegetables, frozen, raw","Légumes, mélange surgelé, crus"
en:nile-perch,"Nile perch, raw","Perche du Nil, crue"
en:oat-base,"Oat-based drink, plain","Boisson à base d'avoine, nature"
en:oatmeal,Oatmeal flakes,Flocon d'avoine
en:okra,"Okra, cooked, without salt","Gombo, fruit, cuit"
en:oxtail,"Beef, oxtail, boiled/cooked in water","Boeuf, queue, bouillie/cuite à l'eau"
en:pastry,"Puff pastry, pure butter, raw","Pâte feuilletée pur beurre, crue"
en:pastry,"Short crust pastry, raw","Pâte brisée, crue"
en:pastry,"Short crust pastry, pure butter, raw","Pâte brisée, pur beurre, crue"
en:peanut-butter,Peanut butter or peanut paste,Beurre de cacahuète ou Pâte d'arachide
en:peanut-paste,Peanut butter or peanut paste,Beurre de cacahuète ou Pâte d'arachide
en:pepper,"Grey pepper, powder","Poivre gris, poudre"
en:pepper,"White pepper, powder","Poivre blanc, poudre"
en:pepper,"Black pepper, powder","Poivre noir, poudre"
en:perch,"European perch, raw","Perche, crue"
en:persimmon,"Persimmon, pulp, raw","Kaki, pulpe, cru"
en:pesto,"Sauce, pesto, prepacked","Sauce pesto, préemballée"
en:pita,Pita bread,Pain pita
en:pitted-cherry,"Cherry, pitted, raw","Cerise, dénoyautée, crue"
en:pitted-olive,"Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice",Tapenade
en:pizza-base,Tomato sauce for pizza base,Base de pizza tomatée
en:pizza-base,"Pizza base, raw",Pâte à pizza crue
en:pizza-base,cream sauce for pizza base,Base de pizza à la crème
en:pizza-dough,"Pizza base, raw",Pâte à pizza crue
en:plum,"Plum, raw","Prune, crue"
en:pork-breast,"Pork, belly, raw","Porc, poitrine, crue"
en:pork-kidney,"Kidney, pork, raw","Rognon, porc, cru"
en:pork-shoulder,"Pork, shoulder, raw","Porc, épaule, crue"
en:pre-gelatinized-wheat-flour,"Wheat flour, type 65",Farine de blé tendre ou froment T65
en:pre-gelatinized-wheat-flour,"Wheat flour, type 80",Farine de blé tendre ou froment T80
en:pre-gelatinized-wheat-flour,"Wheat flour, type 110",Farine de blé tendre ou froment T110
en:pre-gelatinized-wheat-flour,"Wheat flour, type 150",Farine de blé tendre ou froment T150
en:raspberry-filling,"Jam, raspberry",Confiture de framboise (extra ou classique)
en:raw-salmon,"Salmon, raw, farmed","Saumon, cru, élevage"
en:raw-sauerkraut,"Sauerkraut, without garnish, drained","Choucroute, sans garniture, égouttée"
en:red-curry-paste,"Curry, powder","Curry, poudre"
en:red-grape,"Grape, red, raw","Raisin noir, cru"
en:red-miso-paste,Miso,Miso
en:red-seedless-grape,"Grape, red, raw","Raisin noir, cru"
en:red-seedless-grape,"Grape, raw","Raisin, cru"
en:rice-bran,Rice bran,Son de riz
en:rice-bran,Wheat bran,Son de blé
en:royal-gala-apple,"Apple, pulp, raw","Pomme, pulpe, crue"
en:royal-gala-apple,"Apple, pulp and peel, raw","Pomme, pulpe et peau, crue"
en:rusk,Rusk,Biscotte classique
en:rusk,"Rusk, wholemeal or rich in fibre",Biscotte complète ou riche en fibres
en:sake,Sake or rice wine,Saké ou Alcool de riz
en:salami,Salami,Salami
en:serrano-raw-ham,Serrano dry-cured ham,Jambon sec Serrano
en:sheep-and-goat-milk,"Sheep milk, whole","Lait de brebis, entier"
en:sheep-and-goat-milk,"Goat milk, whole, UHT","Lait de chèvre, entier, UHT"
en:sheep-and-goat-milk,"Goat milk, half skimmed, UHT pasteurized","Lait de chèvre, demi-écrémé, UHT"
en:sheep-and-goat-milk,"Goat milk, whole, raw","Lait de chèvre, entier, cru"
en:sherry-vinegar,Vinegar,Vinaigre
en:smoked-breast,"Pork belly, smoked, raw","Poitrine de porc, fumée, crue"
en:soft-cheese,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse
en:soft-cheese,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse
en:soft-cheese,"Soft-ripened cheese, double cream, around 30% fat",Fromage à pâte molle double crème environ 30% MG
en:soft-cheese,"Soft-ripened cheese, from goat's milk, from pasteurised milk","Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé"
en:soft-cheese,"Uncured soft cheese, spreadable, around 25% fat, in a tub","Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère"
en:soft-cheese,"Soft -ripened washed, bloomy and coloured rind cheese",Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée
en:soft-cheese,"Soft-ripened cheese with bloomy rind, from goat's milk, Camembert-type cheese",Fromage de chèvre à pâte molle et croûte fleurie type camembert
en:soft-cheese,"Soft-ripened washed-rind cheese, from pasteurised milk (Vieux pané-type cheese)","Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)"
en:soft-cheese,"Soft-ripened washed-rind cheese, reduced fat, around 13% fat","Fromage à pâte molle et croûte lavée, allégé environ 13% MG"
en:soft-cheese,"Soft-ripened cheese, triple cream, around 40% fat",Fromage à pâte molle triple crème environ 40% MG
en:soft-cheese,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse
en:soft-cheese,"Uncured soft cheese, spreadable, around 20% fat, in a tub","Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère"
en:soft-cheese,"Corsica soft ripened cheese, from ewe's milk",Fromage de brebis Corse à pâte molle
en:soft-cheese,"Uncured soft cheese, spreadable, around 30-40% fat, flavoured (ex : garlic and herbs)",Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes)
en:soft-cheese,"Soft ripened cheese with bloomy rind, from ewe's milk, Camembert-type cheese",Fromage de brebis à pâte molle et croûte fleurie
en:sponge-cake,Dried sponge cake filled with fruits and covered with chocolate,Génoise sèche fourrée aux fruits et nappée de chocolat
en:sprouted-lentils,"Lentils, sprouted","Lentille, germée"
en:strawberry-jam,"Jam, strawberry",Confiture de fraise (extra ou classique)
en:strawberry-juice,"Strawberry in season, raw","Fraise de saison, crue"
en:sugar-beet,"Beetroot, raw","Betterave rouge, crue"
en:sugar-beet-syrup,"Syrup, with sugar (to be diluted)","Sirop à diluer, sucré"
en:sunflower-seed-flour,Sunflower seed,"Tournesol, graine"
en:sweet-almond,"Almond, peeled, unpeeled or blanched","Amande, mondée, émondée ou blanchie"
en:sweet-almond,"Almond, (with peel)",Amande (avec peau)
en:sweet-paprika,Paprika,Paprika
