OFF_FR,CIQUAL_FR,CIQUAL_INDEX_FR,OFF_EN,CIQUAL_EN,OFF_ID,CIQUAL_ID
Jambon cuit choix fumé,"Jambon cuit, choix, avec couenne","Jambon cuit, choix, avec couenne",,"Cooked ham, choice, w rind",fr:jambon-cuit-choix-fume,28912
Jambon cuit de qualité supérieure avec couenne jambon de porc,"Jambon cuit, supérieur, avec couenne",Jambon,,"Cooked ham, superior quality, with rind",fr:jambon-cuit-de-qualite-superieure-avec-couenne-jambon-de-porc,28901
Jambon cuit standard,"Jambon cuit, fumé","Jambon cuit, fumé",,"Cooked ham, smoked",fr:jambon-cuit-standard,28803
Jambon de dinde cuit standard goût fumé,Jambon de dinde ou Blanc de dinde en tranche,Jambon de dinde,,"Turkey cooked ham, in slices",fr:jambon-de-dinde-cuit-standard-gout-fume,28964
Jambon de porc frais,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,,"Pork ham, intended to be cooked or pork ham, intended to be roast/bake",fr:jambon-de-porc-frais,28700
Jambon de porc frais,"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",Jambon,,"Pork, way leg, without rind, fat and bone, raw",fr:jambon-de-porc-frais,28473
Jambon de porc frais,"Porc, rouelle de jambon, crue","Porc, rouelle de jambon, crue",,"Pork, round steak, raw",fr:jambon-de-porc-frais,28102
Jambon de porc français,"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",Jambon,,"Pork, way leg, without rind, fat and bone, raw",fr:jambon-de-porc-francais,28473
Jambon de porc français,"Jambon cuit, supérieur, avec couenne",Jambon,,"Cooked ham, superior quality, with rind",fr:jambon-de-porc-francais,28901
Jambon de porc français,"Jambon cuit, supérieur, découenné",Jambon,,"Cooked ham, superior quality, rind less",fr:jambon-de-porc-francais,28902
Jambon de porc français,"Jambon cuit, supérieur, découenné dégraissé",Jambon,,"Cooked ham, superior quality, rind less and fatless",fr:jambon-de-porc-francais,28906
Jambon de porc français,"Porc, viande, cuite (aliment moyen)",Porc,,"Pork, meat, cooked (average)",fr:jambon-de-porc-francais,28205
Jambon de porc issu d'animaux nourris sans ogm,"Jambon cuit, supérieur, avec couenne",Jambon,,"Cooked ham, superior quality, with rind",fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,28901
Jambon de porc issu d'animaux nourris sans ogm,"Jambon cuit, supérieur, découenné",Jambon,,"Cooked ham, superior quality, rind less",fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,28902
Jambon de porc issu d'animaux nourris sans ogm,"Porc, viande, cuite (aliment moyen)",Porc,,"Pork, meat, cooked (average)",fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,28205
Jambon de porc issu d'animaux nourris sans ogm,"Jambon cuit, supérieur, découenné dégraissé",Jambon,,"Cooked ham, superior quality, rind less and fatless",fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,28906
Jambon de porc issu d'animaux nourris sans ogm,"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru",Jambon,,"Pork, way leg, without rind, fat and bone, raw",fr:jambon-de-porc-issu-d-animaux-nourris-sans-ogm,28473
Jarret avant de porc,"Porc, jarret, cru","Porc, jarret, cru",,"Pork, knuckle or shank, raw",fr:jarret-avant-de-porc,28004
Jarret de porc,"Porc, jarret, cru","Porc, jarret, cru",,"Pork, knuckle or shank, raw",fr:jarret-de-porc,28004
Jeunes pousses d'épinard,"Épinard, jeunes pousses pour salades, cru",Pousse épinard,,"Spinach, young leaves, raw",en:baby-spinach,20270
Jeunes pousses de laitue rouge,"Laitue, crue",Laitue,,"Lettuce, raw",fr:jeunes-pousses-de-laitue-rouge,20031
Jeunes pousses de laitue verte,"Laitue, crue",Laitue,,"Lettuce, raw",fr:jeunes-pousses-de-laitue-verte,20031
Jus d'orange dont pulpe,"Jus d'orange, pur jus",Jus d'orange,,"Orange juice, pure juice",fr:jus-d-orange-dont-pulpe,2070
Jus d'orange dont pulpe,"Jus d'orange, maison",Jus d'orange,,"Orange juice, home-made",fr:jus-d-orange-dont-pulpe,2013
Jus d'orange et autres agrumes à base de concentrés,"Jus d'orange, à base de concentré",Jus d'orange,,"Orange juice, reconstituted from a concentrate",fr:jus-d-orange-et-autres-agrumes-a-base-de-concentres,2012
Jus d'orange sans pulpe,"Jus d'orange, pur jus",Jus d'orange,,"Orange juice, pure juice",fr:jus-d-orange-sans-pulpe,2070
Jus d'orange sans pulpe,"Jus d'orange, maison",Jus d'orange,,"Orange juice, home-made",fr:jus-d-orange-sans-pulpe,2013
Jus d'orange sans pulpe,"Jus d'orange, à base de concentré",Jus d'orange,,"Orange juice, reconstituted from a concentrate",fr:jus-d-orange-sans-pulpe,2012
Jus de clémentine,"Jus de clémentine ou mandarine, pur jus",Jus de clémentine ou mandarine,,"Mandarin or clementine juice, pure juice",fr:jus-de-clementine,2034
Jus de cranberry à base de concentré,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",fr:jus-de-cranberry-a-base-de-concentre,2077
Jus de fraise à base de concentré,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",en:strawberry-juice-from-concentrate,2077
Jus de framboise à base de concentré,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",fr:jus-de-framboise-a-base-de-concentre,2077
Jus de fruits rouges à base de concentrés,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",fr:jus-de-fruits-rouges-a-base-de-concentres,2077
Jus de kiwi à base de concentré,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",fr:jus-de-kiwi-a-base-de-concentre,2077
Jus de mandarine,"Jus de clémentine ou mandarine, pur jus",Jus de clémentine ou mandarine,,"Mandarin or clementine juice, pure juice",fr:jus-de-mandarine,2034
Jus de mûre à base de jus concentré,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",fr:jus-de-mure-a-base-de-jus-concentre,2077
Jus de pamplemousse à base de concentré,"Jus de pamplemousse (pomélo), à base de concentré",Jus de pamplemousse,,"Grapefruit juice, reconstituted from a concentrate",fr:jus-de-pamplemousse-a-base-de-concentre,2015
Jus de pêche à base de concentré,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",fr:jus-de-peche-a-base-de-concentre,2077
Jus de pruneau obtenu par extraction hydrique,Jus de pruneau,Jus de pruneau,,Prune juice,fr:jus-de-pruneau-obtenu-par-extraction-hydrique,2018
Jus de raisin rouge,"Jus de raisin, pur jus",Jus de raisin,,"Grape juice, pure juice",fr:jus-de-raisin-rouge,2016
Jus de raisin rouge,"Jus de raisin, à base de concentré",Jus de raisin,,"Grape juice, reconstituted from a concentrate",fr:jus-de-raisin-rouge,2019
Jus de tomate à partir de concentré,"Jus de tomate, pur jus (aliment moyen)",Jus de tomate,,"Tomato juice, pure juice (average)",fr:jus-de-tomate-a-partir-de-concentre,2053
Jus et purées de fruits à base de concentrés,"Jus de fruits, à base de concentré (aliment moyen)",Jus de fruits,,"Fruit juice, from concentrate (average)",en:fruit-juices-and-purees-from-concentrate,2077
Lait cru entier,"Lait entier, UHT",Lait entier,,"Milk, whole, UHT",fr:lait-cru-entier,19023
Lait cru entier,"Lait entier, pasteurisé",Lait entier,,"Milk, whole, pasteurised",fr:lait-cru-entier,19024
Lait de brebis thermisé,"Lait de brebis, entier",Lait de brebis,,"Sheep milk, whole",fr:lait-de-brebis-thermise,19250
Lait de coco reconstitué,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-de-coco-reconstitue,19039
Lait de montagne,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-de-montagne,19039
Lait de montagne demi écrémé sterilisé uht,"Lait demi-écrémé, UHT",Lait demi-écrémé,,"Milk, semi-skimmed, UHT",fr:lait-de-montagne-demi-ecreme-sterilise-uht,19041
Lait de montagne entier sterilisé uht,"Lait entier, UHT",Lait entier,,"Milk, whole, UHT",fr:lait-de-montagne-entier-sterilise-uht,19023
Lait de vache bio thermisé,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-de-vache-bio-thermise,19039
Lait de vache thermisé,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-de-vache-thermise,19039
Lait demi-écrémé sterilisé uht biologique,"Lait demi-écrémé, UHT",Lait demi-écrémé,,"Milk, semi-skimmed, UHT",fr:lait-demi-ecreme-sterilise-uht-biologique,19041
Lait demi écrémé uht,"Lait demi-écrémé, UHT",Lait demi-écrémé,,"Milk, semi-skimmed, UHT",fr:lait-demi-ecreme-uht,19041
Lait écrémé à base de poudre de lait,"Lait écrémé, UHT",Lait écrémé,,"Milk, skimmed, UHT",fr:lait-ecreme-a-base-de-poudre-de-lait,19050
Lait écrémé caillé,"Lait écrémé, UHT",Lait écrémé,,"Milk, skimmed, UHT",fr:lait-ecreme-caille,19050
Lait écrémé caillé,"Lait écrémé, pasteurisé",Lait écrémé,,"Milk, skimmed, pasteurised",fr:lait-ecreme-caille,19051
Lait écrémé en poudre reconstitué,"Lait écrémé, UHT",Lait écrémé,,"Milk, skimmed, UHT",fr:lait-ecreme-en-poudre-reconstitue,19050
Lait écrémé reconstitué,"Lait écrémé, UHT",Lait écrémé,,"Milk, skimmed, UHT",fr:lait-ecreme-reconstitue,19050
Lait en poudre demi-écrémé,"Lait en poudre, demi-écrémé","Lait en poudre, demi-écrémé",,"Milk, powder, semi-skimmed",fr:lait-en-poudre-demi-ecreme,19044
Lait en poudre enrichi en matière grasse,"Lait en poudre, entier","Lait en poudre, entier",,"Milk, powder, whole",fr:lait-en-poudre-enrichi-en-matiere-grasse,19021
Lait entier de brebis,"Lait de brebis, entier",Lait de brebis,,"Sheep milk, whole",fr:lait-entier-de-brebis,19250
Lait entier en poudre reconstitué,"Lait entier, UHT",Lait entier,,"Milk, whole, UHT",fr:lait-entier-en-poudre-reconstitue,19023
Lait entier standardisé,"Lait entier, pasteurisé",Lait entier,,"Milk, whole, pasteurised",fr:lait-entier-standardise,19024
Lait entier standardisé,"Lait entier, UHT",Lait entier,,"Milk, whole, UHT",fr:lait-entier-standardise,19023
Lait frais de montagne entier pasteurisé,"Lait entier, pasteurisé",Lait entier,,"Milk, whole, pasteurised",fr:lait-frais-de-montagne-entier-pasteurise,19024
Lait frais de nos vaches non homogeneise,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-frais-de-nos-vaches-non-homogeneise,19039
Lait frais demi-écrémé microfiltré issu de l'agriculture biologique,"Lait demi-écrémé, pasteurisé",Lait demi-écrémé,,"Milk, semi-skimmed, pasteurised",fr:lait-frais-demi-ecreme-microfiltre-issu-de-l-agriculture-biologique,19042
Lait frais entier microfiltré,"Lait entier, pasteurisé",Lait entier,,"Milk, whole, pasteurised",fr:lait-frais-entier-microfiltre,19024
Lait frais entier pasteurisé,"Lait entier, pasteurisé",Lait entier,,"Milk, whole, pasteurised",fr:lait-frais-entier-pasteurise,19024
Lait frais pasteurisé,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-frais-pasteurise,19039
Lait maigre en poudre,"Lait en poudre, écrémé","Lait en poudre, écrémé",,"Milk, powder, skimmed",fr:lait-maigre-en-poudre,19054
Lait origine france en poudre écrémé,"Lait en poudre, écrémé","Lait en poudre, écrémé",,"Milk, powder, skimmed",fr:lait-origine-france-en-poudre-ecreme,19054
Lait pasteurisé entier pasteurisation haute,"Lait entier, pasteurisé",Lait entier,,"Milk, whole, pasteurised",fr:lait-pasteurise-entier-pasteurisation-haute,19024
Lait thermisé,"Lait, teneur en matière grasse inconnue, UHT (aliment moyen)",Lait,,"Milk, fat content unknown, UHT sterilized",fr:lait-thermise,19039
Légumes verts,"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)",Printanière de légumes,,"Spring vegetables, frozen, raw (French beans, carrots, potatoes, green peas, onions)",fr:legumes-verts,20267
Lentilles blondes,"Lentille blonde, sèche","Lentille blonde, sèche",,"Lentil, blond, dried",fr:lentilles-blondes,20586
Levure alimentaire,Levure alimentaire,Levure alimentaire,,Nutritional yeast,en:nutritional-yeast,11009
Limande,"Limande, crue","Limande, crue",,"Common dab, raw",fr:limande,26057
Limande,"Limande-sole, crue","Limande-sole, crue",,"Lemon sole, raw",fr:limande,26135
Lin brun et lin jaune,"Lin, brun, graine",Lin,,"Flaxseed, brown",fr:lin-brun-et-lin-jaune,15052
Lin brun et lin jaune,"Lin, graine",Lin,,Flaxseed,fr:lin-brun-et-lin-jaune,15034
Lin jaune,"Lin, graine",Lin,,Flaxseed,fr:lin-jaune,15034
Lingue,"Julienne ou Lingue, crue","Julienne ou Lingue, crue",,"Ling, raw",fr:lingue,26130
Lingue,"Lingue bleue ou Lingue, crue","Lingue bleue ou Lingue, crue",,"Blue ling, raw",fr:lingue,26194
Longe de porc,"Porc, longe, crue","Porc, longe, crue",,"Pork loin, raw",en:pork-loin,28003
Longe de porc traitée en salaison,"Porc, longe, crue","Porc, longe, crue",,"Pork loin, raw",fr:longe-de-porc-traitee-en-salaison,28003
Longe de porc traitée en salaison,"Porc, longe, cuite","Porc, longe",,"Pork loin, cooked",fr:longe-de-porc-traitee-en-salaison,28007
Loup,"Loup tacheté, cru","Loup tacheté, cru",,Spotted wolffish,fr:loup,26172
Loup,"Bar ou loup de l'Atlantique, cru",Bar loup,,"Atlantic bass, raw",fr:loup,26075
Loup,"Bar commun ou loup, cru, sans précision",Bar loup,,"European bass, raw",fr:loup,26072
Loup,"Bar commun ou loup (Méditerranée), cru, élevage",Bar loup,,"Mediterranean bass, raw, farmed",fr:loup,26206
Loup,"Bar rayé ou bar d'Amérique, cru",Bar loup,,"American bass, raw",fr:loup,26001
Loup,"Bar commun ou loup (Méditerranée), cru, sauvage",Bar loup,,"Mediterranean bass, raw, wild",fr:loup,26205
Maasdam râpé,Fromage à pâte ferme environ 27% MG type Maasdam,Maasdam,,"Firm cheese, around 27% fat, Maasdam-type cheese",fr:maasdam-rape,12741
Magret de canard,"Canard, magret, cru","Canard, magret, cru",,"Duck, breast fillet",en:duck-breast,36206
Maigre de porc,"Porc, maigre 80/20, cru",Maigre de porc,,"Pork, 80/20 trimming, raw",fr:maigre-de-porc,28476
Maigre de porc,"Porc, maigre 90/10, cru",Maigre de porc,,"Pork, 90/10 trimming, raw",fr:maigre-de-porc,28475
Maigre de porc,"Porc, filet, maigre, cru","Porc, filet, maigre, cru",,"Pork tenderloin, lean, raw",fr:maigre-de-porc,28201
Maigre de tête de porc,"Porc, maigre 80/20, cru",Maigre de porc,,"Pork, 80/20 trimming, raw",fr:maigre-de-tete-de-porc,28476
Maigre de tête de porc,"Porc, maigre 90/10, cru",Maigre de porc,,"Pork, 90/10 trimming, raw",fr:maigre-de-tete-de-porc,28475
Maigre et gras de porc,"Porc, maigre 90/10, cru",Maigre de porc,,"Pork, 90/10 trimming, raw",fr:maigre-et-gras-de-porc,28475
Maigre et gras de porc,"Porc, viande, cuite (aliment moyen)",Porc,,"Pork, meat, cooked (average)",fr:maigre-et-gras-de-porc,28205
Maigre et gras de porc,"Porc, maigre 80/20, cru",Maigre de porc,,"Pork, 80/20 trimming, raw",fr:maigre-et-gras-de-porc,28476
Maïs doux en grains,"Maïs doux, appertisé, égoutté",Maïs,,"Sweet corn, canned, drained",fr:mais-doux-en-grains,20066
Maïs doux en grains sans ogm,"Maïs doux, appertisé, égoutté",Maïs,,"Sweet corn, canned, drained",fr:mais-doux-en-grains-sans-ogm,20066
Manchons de poulet,"Poulet, manchons marinés, rôtis/cuits au four","Poulet, manchons marinés",,"Chicken, marinated wing, roasted/baked",fr:manchons-de-poulet,36035
Mangue importée en avion,"Mangue, pulpe, crue",Mangue,,"Mango, pulp, raw",fr:mangue-importee-en-avion,13025
Mangue importée en bateau,"Mangue, pulpe, crue",Mangue,,"Mango, pulp, raw",fr:mangue-importee-en-bateau,13025
Margarine végétale non hydrogénée,"Matière grasse végétale (type margarine) à 70% MG, doux",Margarine,,"Vegetable fat (margarine type), 70% fat, unsalted",fr:margarine-vegetale-non-hydrogenee,16616
Margarine végétale non hydrogénée,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",Margarine,,"Vegetable fat (margarine type), 60% fat, unsalted, sunflowerseed",fr:margarine-vegetale-non-hydrogenee,16654
Margarine végétale non hydrogénée,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",Margarine,,"Vegetable fat (margarine type), spreadable, fat content unknown, light, unsalted",fr:margarine-vegetale-non-hydrogenee,16719
Margarine végétale non hydrogénée,"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",Margarine,,"Fat spreadfat content unknown, unsalted (average)",fr:margarine-vegetale-non-hydrogenee,16725
Margarine végétale non hydrogénée,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",Margarine,,"Vegetable fat (margarine type), spreadable, 50-63% fat, light, unsalted",fr:margarine-vegetale-non-hydrogenee,16741
Margarine végétale non hydrogénée,"Matière grasse végétale ou margarine, 80% MG, doux",Margarine,,"Vegetable fat (margarine type), 80% fat, unsalted",fr:margarine-vegetale-non-hydrogenee,16615
Margarine végétale non hydrogénée,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",Margarine,,"Vegetable fat (margarine type), spreadable, 30-40% fat, light, unsalted",fr:margarine-vegetale-non-hydrogenee,16733
Marron,"Châtaigne ou Marron, appertisé",Châtaigne ou Marron,,"Chestnut, canned",fr:marron,15039
Mayonnaise allégée en matière grasse,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,Mayonnaise allégée,,"Mayonnaise, reduced fat or light mayonnaise",fr:mayonnaise-allegee-en-matiere-grasse,11079
Mélange de légumes,"Légumes, mélange surgelé, crus","Légumes, mélange surgelé",,"Mixed vegetables, frozen, raw",en:vegetable-blend,20101
Mélange de légumes,"Légumes (3-4 sortes en mélange), purée","Légumes, purée",,"Vegetables (3-4 types), mashed",en:vegetable-blend,20258
Mélasse de sucre de canne,Mélasse de canne,Mélasse de canne,,Cane molasses,en:cane-sugar-molasses,31067
Menthe bio,"Menthe, fraîche",Menthe,,"Mint, fresh",fr:menthe-bio,11027
Menthe douce,"Menthe, fraîche",Menthe,,"Mint, fresh",fr:menthe-douce,11027
Meringue,Meringue,Meringue,,Meringue,fr:meringue,24520
Lieu,"Hoki, tout lieu de pêche, cru","Hoki, cru",,"Grenadier, from any fishing spot, raw",fr:merlu,26213
Lieu,"Lieu noir, cru","Lieu noir, cru",,"Saithe, raw",fr:merlu,26134
Lieu,"Lieu jaune ou colin, cru","Lieu jaune ou colin, cru",,"Pollack, raw",fr:merlu,26129
Lieu,"Lieu ou colin d'Alaska, cru","Lieu ou colin d'Alaska, cru",,"Alaska pollock, raw",fr:merlu,26006
Lieu,"Lieu noir, surgelé, cru","Lieu noir, cru",,"Saithe, frozen, raw",fr:merlu,26047
Miel baies roses,Miel,Miel,,Honey,fr:miel-baies-roses,31008
Miel crémeux,Miel,Miel,,Honey,fr:miel-cremeux,31008
Miel cremeux bio,Miel,Miel,,Honey,fr:miel-cremeux-bio,31008
Miel d'acacia des forets preservées d'Europe,Miel,Miel,,Honey,fr:miel-d-acacia-des-forets-preservees-d-europe,31008
Miel d'oranger biologique,Miel,Miel,,Honey,fr:miel-d-oranger-biologique,31008
Miel d'oranger d'espagne,Miel,Miel,,Honey,fr:miel-d-oranger-d-espagne,31008
Miel de Bourdaine,Miel,Miel,,Honey,fr:miel-de-bourdaine,31008
Miel de bruyere,Miel,Miel,,Honey,fr:miel-de-bruyere,31008
Miel de bruyere blanche,Miel,Miel,,Honey,fr:miel-de-bruyere-blanche,31008
Miel de campagne,Miel,Miel,,Honey,fr:miel-de-campagne,31008
Miel de carotte recolté dans le gatinais,Miel,Miel,,Honey,fr:miel-de-carotte-recolte-dans-le-gatinais,31008
Miel de carotte sauvage,Miel,Miel,,Honey,fr:miel-de-carotte-sauvage,31008
Miel de châtaignier,Miel,Miel,,Honey,fr:miel-de-chataignier,31008
Miel de châtaignier biologique,Miel,Miel,,Honey,fr:miel-de-chataignier-biologique,31008
Miel de châtaignier origine France,Miel,Miel,,Honey,fr:miel-de-chataignier-origine-france,31008
Miel de citronnier,Miel,Miel,,Honey,fr:miel-de-citronnier,31008
Miel de citronnier biologique,Miel,Miel,,Honey,fr:miel-de-citronnier-biologique,31008
Miel de citronnier d'Espagne,Miel,Miel,,Honey,fr:miel-de-citronnier-d-espagne,31008
Miel de fleurs biologique origine Espagne,Miel,Miel,,Honey,fr:miel-de-fleurs-biologique-origine-espagne,31008
Miel de fleurs de France,Miel,Miel,,Honey,fr:miel-de-fleurs-de-france,31008
Miel de foret d'italie,Miel,Miel,,Honey,fr:miel-de-foret-d-italie,31008
Miel de foret de france,Miel,Miel,,Honey,fr:miel-de-foret-de-france,31008
Miel de framboisier issu de l'agriculture biologique,Miel,Miel,,Honey,fr:miel-de-framboisier-issu-de-l-agriculture-biologique,31008
Miel de garrigue,Miel,Miel,,Honey,fr:miel-de-garrigue,31008
Miel de lavande origine france,Miel,Miel,,Honey,fr:miel-de-lavande-origine-france,31008
Miel de litchi,Miel,Miel,,Honey,fr:miel-de-litchi,31008
Miel-de-luzerne,Miel,Miel,,Honey,fr:miel-de-luzerne,31008
Miel de mandarinier,Miel,Miel,,Honey,fr:miel-de-mandarinier,31008
Miel de maquis de printemps,Miel,Miel,,Honey,fr:miel-de-maquis-de-printemps,31008
Miel de montagne d'Espagne,Miel,Miel,,Honey,fr:miel-de-montagne-d-espagne,31008
Miel de montagne de France,Miel,Miel,,Honey,fr:miel-de-montagne-de-france,31008
Miel de montagne du Chili,Miel,Miel,,Honey,fr:miel-de-montagne-du-chili,31008
Miel de romarin,Miel,Miel,,Honey,en:rosemary-honey,31008
Miel de romarin bio,Miel,Miel,,Honey,fr:miel-de-romarin-bio,31008
Miel de romarin du languedoc,Miel,Miel,,Honey,fr:miel-de-romarin-du-languedoc,31008
Miel de ronce,Miel,Miel,,Honey,fr:miel-de-ronce,31008
Miel de sapin,Miel,Miel,,Honey,fr:miel-de-sapin,31008
Miel de sarrasin recolté dans le Loiret,Miel,Miel,,Honey,fr:miel-de-sarrasin-recolte-dans-le-loiret,31008
Miel de thym d'Espagne,Miel,Miel,,Honey,fr:miel-de-thym-d-espagne,31008
Miel de tilleul,Miel,Miel,,Honey,en:linden-honey,31008
Miel-de-tilleul-de-picardie,Miel,Miel,,Honey,fr:miel-de-tilleul-de-picardie,31008
Miel de trefle,Miel,Miel,,Honey,en:clover-honey,31008
Miel du Gâtinais,Miel,Miel,,Honey,fr:miel-du-gatinais,31008
Miel et propolis verte,Miel,Miel,,Honey,fr:miel-et-propolis-verte,31008
Miel italien d'acacia,Miel,Miel,,Honey,fr:miel-italien-d-acacia,31008
Miel non pasteurisé,Miel,Miel,,Honey,fr:miel-non-pasteurise,31008
Miel pasteurisé,Miel,Miel,,Honey,fr:miel-pasteurise,31008
Miel toutes fleurs,Miel,Miel,,Honey,fr:miel-toutes-fleurs,31008
Mimolette,"Mimolette, sans précision",Mimolette,,"Mimolette cheese, from cow's milk",fr:mimolette,12740
Mimolette,Mimolette demi-vieille,Mimolette demi-vieille,,"Mimolette cheese, half-old, from cow's milk",fr:mimolette,12737
Mimolette,Mimolette jeune,Mimolette jeune,,"Mimolette cheese, young, from cow's milk",fr:mimolette,12735
Mimolette,Mimolette extra-vieille,Mimolette extra-vieille,,"Mimolette cheese, extra old, from cow's milk",fr:mimolette,12742
Mimolette,Mimolette vieille,Mimolette vieille,,"Mimolette cheese, old, from cow's milk",fr:mimolette,12738
Morceaux de foie gras de canard,"Foie gras, canard, bloc (aliment moyen)",Foie gras,,"Foie gras, block (average)",fr:morceaux-de-foie-gras-de-canard,8331
Morceaux de foie gras de canard,"Foie gras de canard, cru","Foie gras de canard, cru",,"Foie gras, duck, raw",fr:morceaux-de-foie-gras-de-canard,8328
Morceaux de foie gras de canard,"Foie gras, canard, bloc, sans morceaux","Foie gras, canard, bloc, sans morceaux",,"Foie gras, duck's liver, without pieces",fr:morceaux-de-foie-gras-de-canard,8323
Morceaux de foie gras de canard,"Foie gras, canard, bloc, 50% de morceaux","Foie gras, canard, bloc, 50% de morceaux",,"Foie gras, duck's liver, 50% pieces",fr:morceaux-de-foie-gras-de-canard,8325
Morceaux de foie gras de canard,"Foie gras, canard, bloc, 30% de morceaux","Foie gras, canard, bloc, 30% de morceaux",,"Foie gras, duck's liver, 30% pieces",fr:morceaux-de-foie-gras-de-canard,8324
Morceaux de foie gras de canard du sud-ouest,"Foie gras, canard, bloc (aliment moyen)",Foie gras,,"Foie gras, block (average)",fr:morceaux-de-foie-gras-de-canard-du-sud-ouest,8331
Morceaux de foie gras de canard du sud-ouest,"Foie gras, canard, bloc, sans morceaux","Foie gras, canard, bloc, sans morceaux",,"Foie gras, duck's liver, without pieces",fr:morceaux-de-foie-gras-de-canard-du-sud-ouest,8323
Morceaux de foie gras de canard du sud-ouest,"Foie gras de canard, cru","Foie gras de canard, cru",,"Foie gras, duck, raw",fr:morceaux-de-foie-gras-de-canard-du-sud-ouest,8328
Morceaux de foie gras de canard du sud-ouest,"Foie gras, canard, bloc, 50% de morceaux","Foie gras, canard, bloc, 50% de morceaux",,"Foie gras, duck's liver, 50% pieces",fr:morceaux-de-foie-gras-de-canard-du-sud-ouest,8325
Morceaux de foie gras de canard du sud-ouest,"Foie gras, canard, bloc, 30% de morceaux","Foie gras, canard, bloc, 30% de morceaux",,"Foie gras, duck's liver, 30% pieces",fr:morceaux-de-foie-gras-de-canard-du-sud-ouest,8324
Morceaux de fraise,"Fraise, crue",Fraise,,"Strawberry, raw",en:strawberry-pieces,13014
Moutarde à l'ancienne,Moutarde à l'ancienne,Moutarde à l'ancienne,,"Mustard, with grains",fr:moutarde-a-l-ancienne,11021
Moutarde de dijon,Moutarde,Moutarde,,Mustard,en:dijon-mustard,11013
Moutarde forte,Moutarde,Moutarde,,Mustard,fr:moutarde-forte,11013
Moutarde forte de dijon,Moutarde,Moutarde,,Mustard,fr:moutarde-forte-de-dijon,11013
Mozzarella râpée,Mozzarella au lait de vache,Mozzarella,,"Mozzarella cheese, from cow's milk",fr:mozzarella-rapee,19590
Mulet,"Mulet, cru","Mulet, cru",,"Mullet, raw",fr:mulet,26091
Noix de coco séchée,"Noix de coco, amande, sèche",Noix de coco râpée,,"Coconut, kernel, dried",en:desiccated-coconut,15007
Noix de jambon de porc,"Jambon cuit, supérieur, découenné dégraissé",Jambon,,"Cooked ham, superior quality, rind less and fatless",fr:noix-de-jambon-de-porc,28906
Noix de jambon de porc,"Porc, rouelle de jambon, crue","Porc, rouelle de jambon, crue",,"Pork, round steak, raw",fr:noix-de-jambon-de-porc,28102
Noix de jambon de porc,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,Jambon de porc à cuire ou Jambon à rôtir/cuire au four,,"Pork ham, intended to be cooked or pork ham, intended to be roast/bake",fr:noix-de-jambon-de-porc,28700
Œufs de cabillaud,"Oeufs de cabillaud, fumés, semi-conserve","Oeufs de cabillaud, fumés",,"Cod roe, smoked, semi-preserved",en:cod-roe,26056
